,National_ID,Age,Gender,Region,Income_Level,Household_Dependents,Monthly_Energy_Consumption_kWh,Subsidy_Eligibility,Subsidy_Type,Amount_NGN,Channel,Date,Wallet_Activity_Status,Wallet_Balance_NGN,Days_Since_Last_Transaction,Avg_Monthly_Wallet_Balance,Suspected_Fraud
43596,ID05401,62,Male,Rivers,Low,8,99,1,Fuel,5945,Mobile Wallet,2019-09-08,Suspicious,5158.0,81.0,3388.0,1
43606,ID05402,19,Female,Kano,Low,5,148,1,Fuel,4790,Mobile Wallet,2021-08-07,Inactive,2678.0,10.0,4521.0,1
43607,ID05403,47,Male,Lagos,Middle,1,84,0,Cash Transfer,4645,Mobile Wallet,2023-11-18,Inactive,4536.0,75.0,7100.0,1
43627,ID05405,29,Male,Rivers,Middle,9,120,0,Cash Transfer,4931,Mobile Wallet,2019-06-05,Suspicious,4453.0,12.0,5379.0,1
43641,ID05407,61,Female,Rivers,Low,7,78,1,Cash Transfer,7273,Mobile Wallet,2019-02-07,Suspicious,4745.0,17.0,3420.0,1
43722,ID05416,68,Female,Lagos,Low,2,125,0,Fuel,4850,Mobile Wallet,2023-04-04,Inactive,1814.0,42.0,4852.0,1
43729,ID05416,68,Female,Lagos,Low,2,125,0,Cash Transfer,6428,Mobile Wallet,2021-06-23,Suspicious,3868.0,53.0,5386.0,1
43740,ID05418,40,Female,Kaduna,Low,9,73,1,Fuel,5628,Mobile Wallet,2020-06-08,Inactive,4951.0,18.0,5318.0,1
43786,ID05422,55,Female,Rivers,Middle,6,126,0,Cash Transfer,5427,Mobile Wallet,2022-10-06,Suspicious,5310.0,88.0,3757.0,1
43789,ID05423,64,Male,Yobe,Low,6,163,1,Cash Transfer,6498,Mobile Wallet,2019-05-12,Suspicious,3840.0,22.0,2309.0,1
43791,ID05423,64,Male,Yobe,Low,6,163,1,Fuel,5936,Mobile Wallet,2022-03-25,Inactive,1633.0,43.0,3431.0,1
43798,ID05423,64,Male,Yobe,Low,6,163,1,Fuel,4591,Mobile Wallet,2023-10-07,Suspicious,10643.0,12.0,4032.0,1
43913,ID05439,39,Female,Kaduna,Low,4,135,1,Fuel,5024,Mobile Wallet,2022-11-05,Suspicious,8294.0,39.0,3741.0,1
43938,ID05442,32,Female,Rivers,Low,1,73,0,Fuel,4798,Mobile Wallet,2022-11-19,Suspicious,5485.0,26.0,4001.0,1
43957,ID05445,49,Male,Oyo,Middle,3,134,0,Cash Transfer,4745,Mobile Wallet,2022-07-06,Inactive,8680.0,59.0,5181.0,1
43978,ID05447,23,Female,Lagos,Low,8,86,1,Cash Transfer,6219,Mobile Wallet,2020-04-18,Suspicious,6249.0,46.0,2318.0,1
44000,ID05450,54,Male,Oyo,Low,5,65,1,Cash Transfer,5759,Mobile Wallet,2020-02-26,Inactive,4966.0,16.0,2609.0,1
44012,ID05452,29,Female,Kano,Middle,5,90,0,Cash Transfer,4719,Mobile Wallet,2023-05-25,Inactive,6573.0,39.0,3976.0,1
44023,ID05452,29,Female,Kano,Middle,5,90,0,Cash Transfer,5545,Mobile Wallet,2020-04-10,Inactive,2586.0,77.0,4922.0,1
44031,ID05454,45,Male,Oyo,Middle,7,105,0,Cash Transfer,4789,Mobile Wallet,2023-09-05,Suspicious,4414.0,93.0,6039.0,1
44093,ID05460,38,Male,Oyo,Low,9,112,1,Cash Transfer,7849,Mobile Wallet,2020-05-26,Inactive,3250.0,32.0,3551.0,1
44128,ID05464,22,Female,Oyo,Low,9,106,1,Cash Transfer,8390,Mobile Wallet,2022-08-23,Inactive,3445.0,12.0,5134.0,1
44151,ID05468,23,Male,Lagos,Low,4,129,1,Cash Transfer,5886,Mobile Wallet,2019-09-05,Inactive,6904.0,91.0,4648.0,1
44226,ID05479,25,Male,Kano,Low,5,74,1,Fuel,4789,Mobile Wallet,2022-03-08,Inactive,4322.0,76.0,880.0,1
44249,ID05483,65,Female,Oyo,Low,5,139,1,Fuel,5735,Mobile Wallet,2020-10-11,Suspicious,3803.0,35.0,6713.0,1
44299,ID05487,60,Male,Yobe,Middle,4,110,0,Cash Transfer,4748,Mobile Wallet,2021-01-13,Inactive,2052.0,86.0,1493.0,1
44346,ID05494,44,Female,Oyo,Low,6,113,1,Fuel,4553,Mobile Wallet,2023-09-22,Suspicious,3348.0,17.0,3562.0,1
44353,ID05495,52,Female,Yobe,Middle,7,115,0,Cash Transfer,5227,Mobile Wallet,2020-06-06,Inactive,8320.0,92.0,4557.0,1
44394,ID05498,33,Female,Oyo,Middle,5,80,0,Cash Transfer,4900,Mobile Wallet,2023-10-21,Inactive,5658.0,54.0,2641.0,1
44428,ID05504,38,Male,Kano,Low,8,152,1,Cash Transfer,5773,Mobile Wallet,2020-05-19,Inactive,5745.0,43.0,4191.0,1
44437,ID05505,68,Female,Oyo,Low,3,163,0,Cash Transfer,7311,Mobile Wallet,2023-10-07,Inactive,6261.0,56.0,3603.0,1
44443,ID05505,68,Female,Oyo,Low,3,163,0,Cash Transfer,7794,Mobile Wallet,2019-05-15,Suspicious,7484.0,28.0,3320.0,1
44457,ID05509,52,Female,Oyo,Middle,9,85,0,Cash Transfer,5105,Mobile Wallet,2020-01-15,Inactive,5143.0,17.0,3795.0,1
44491,ID05512,48,Male,Rivers,Low,3,98,0,Fuel,5523,Mobile Wallet,2019-06-17,Suspicious,6923.0,29.0,4767.0,1
44545,ID05517,49,Female,Oyo,Middle,8,130,0,Cash Transfer,4945,Mobile Wallet,2021-01-19,Inactive,4347.0,5.0,3760.0,1
44561,ID05521,60,Male,Kano,Middle,9,89,0,Cash Transfer,4798,Mobile Wallet,2021-02-23,Inactive,2014.0,68.0,5426.0,1
44597,ID05526,38,Female,Kaduna,Middle,4,108,0,Cash Transfer,5466,Mobile Wallet,2021-04-09,Inactive,6843.0,98.0,5790.0,1
44644,ID05532,36,Female,Yobe,Low,3,96,0,Fuel,4731,Mobile Wallet,2022-03-05,Inactive,2492.0,68.0,5427.0,1
44705,ID05539,65,Female,Yobe,Middle,9,130,0,Cash Transfer,4873,Mobile Wallet,2020-12-30,Inactive,6337.0,57.0,2437.0,1
44729,ID05542,41,Male,Rivers,Middle,7,101,0,Cash Transfer,5129,Mobile Wallet,2020-04-15,Suspicious,1013.0,4.0,3265.0,1
44750,ID05546,45,Male,Kaduna,Low,1,118,0,Fuel,5408,Mobile Wallet,2021-01-06,Inactive,2337.0,70.0,1995.0,1
44770,ID05549,68,Female,Oyo,Low,1,87,0,Fuel,4937,Mobile Wallet,2022-09-21,Inactive,6822.0,76.0,2344.0,1
44786,ID05551,29,Male,Lagos,Middle,5,126,0,Cash Transfer,5312,Mobile Wallet,2020-03-14,Inactive,4831.0,86.0,4389.0,1
44794,ID05551,29,Male,Lagos,Middle,5,126,0,Cash Transfer,5644,Mobile Wallet,2023-01-02,Inactive,5307.0,8.0,4764.0,1
44800,ID05552,67,Male,Rivers,Low,3,130,0,Cash Transfer,5742,Mobile Wallet,2022-08-12,Inactive,6109.0,33.0,3209.0,1
44827,ID05555,59,Male,Kano,Low,1,64,0,Cash Transfer,7362,Mobile Wallet,2021-03-22,Inactive,6711.0,50.0,7711.0,1
44835,ID05556,37,Male,Rivers,Low,6,104,1,Cash Transfer,8116,Mobile Wallet,2020-02-22,Inactive,3845.0,8.0,3593.0,1
44837,ID05556,37,Male,Rivers,Low,6,104,1,Cash Transfer,7108,Mobile Wallet,2023-01-03,Suspicious,6154.0,46.0,2834.0,1
44839,ID05556,37,Male,Rivers,Low,6,104,1,Fuel,4700,Mobile Wallet,2020-03-11,Suspicious,2873.0,85.0,4413.0,1
44840,ID05556,37,Male,Rivers,Low,6,104,1,Fuel,5030,Mobile Wallet,2022-01-15,Suspicious,6349.0,70.0,5415.0,1
44894,ID05564,44,Female,Yobe,Low,5,71,1,Cash Transfer,6775,Mobile Wallet,2022-01-06,Suspicious,6212.0,83.0,5744.0,1
44952,ID05570,22,Female,Yobe,Low,5,165,1,Cash Transfer,5949,Mobile Wallet,2021-07-11,Inactive,3591.0,43.0,2447.0,1
44956,ID05570,22,Female,Yobe,Low,5,165,1,Cash Transfer,5636,Mobile Wallet,2022-02-14,Inactive,8502.0,70.0,2150.0,1
44962,ID05571,40,Female,Kano,Low,8,123,1,Cash Transfer,6918,Mobile Wallet,2019-05-04,Inactive,4580.0,53.0,4044.0,1
44965,ID05571,40,Female,Kano,Low,8,123,1,Cash Transfer,7232,Mobile Wallet,2023-07-06,Inactive,4903.0,43.0,4365.0,1
45023,ID05579,24,Male,Yobe,Low,8,72,1,Cash Transfer,6821,Mobile Wallet,2019-12-04,Inactive,2686.0,20.0,3716.0,1
45107,ID05589,34,Female,Rivers,Low,1,109,0,Cash Transfer,5677,Mobile Wallet,2020-05-13,Inactive,7398.0,55.0,7589.0,1
45146,ID05593,67,Male,Kano,Low,5,147,1,Cash Transfer,6969,Mobile Wallet,2023-07-28,Inactive,3322.0,55.0,1845.0,1
45166,ID05596,65,Female,Oyo,Middle,1,130,0,Cash Transfer,5114,Mobile Wallet,2023-06-03,Inactive,6588.0,25.0,3705.0,1
45212,ID05603,47,Female,Rivers,Low,1,64,0,Cash Transfer,8104,Mobile Wallet,2020-05-03,Inactive,4815.0,39.0,3734.0,1
45224,ID05604,55,Male,Yobe,Low,1,92,0,Cash Transfer,7949,Mobile Wallet,2020-10-12,Inactive,3037.0,20.0,3837.0,1
45232,ID05605,20,Male,Yobe,Low,5,121,1,Fuel,5828,Mobile Wallet,2021-08-09,Inactive,908.0,72.0,0.0,1
45254,ID05608,47,Female,Lagos,Low,5,77,1,Cash Transfer,7551,Mobile Wallet,2019-04-03,Suspicious,5004.0,33.0,2602.0,1
45276,ID05611,19,Female,Kaduna,Low,2,130,0,Fuel,4901,Mobile Wallet,2019-04-30,Suspicious,6223.0,38.0,6396.0,1
45279,ID05611,19,Female,Kaduna,Low,2,130,0,Cash Transfer,7403,Mobile Wallet,2021-09-06,Suspicious,5758.0,56.0,5223.0,1
45281,ID05612,54,Female,Rivers,Middle,5,83,0,Cash Transfer,4557,Mobile Wallet,2022-06-11,Inactive,7209.0,97.0,2376.0,1
45345,ID05623,39,Male,Rivers,Middle,8,45,0,Cash Transfer,5261,Mobile Wallet,2021-04-17,Suspicious,5323.0,80.0,2957.0,1
45348,ID05624,37,Female,Kaduna,Low,2,138,0,Cash Transfer,6538,Mobile Wallet,2020-03-28,Suspicious,4332.0,3.0,1773.0,1
45352,ID05624,37,Female,Kaduna,Low,2,138,0,Cash Transfer,6551,Mobile Wallet,2023-09-08,Inactive,7263.0,96.0,3789.0,1
45381,ID05628,43,Male,Oyo,Low,6,96,1,Cash Transfer,8067,Mobile Wallet,2019-12-27,Suspicious,8269.0,34.0,3892.0,1
45386,ID05629,47,Male,Kano,Low,7,52,1,Cash Transfer,6202,Mobile Wallet,2021-09-13,Inactive,5397.0,99.0,4484.0,1
45392,ID05630,34,Male,Yobe,Low,3,58,0,Fuel,5771,Mobile Wallet,2022-09-25,Inactive,3348.0,73.0,1630.0,1
45417,ID05633,33,Female,Yobe,Middle,3,127,0,Cash Transfer,4533,Mobile Wallet,2021-04-21,Inactive,7017.0,70.0,3046.0,1
45422,ID05633,33,Female,Yobe,Middle,3,127,0,Cash Transfer,5311,Mobile Wallet,2019-02-02,Inactive,2140.0,52.0,4463.0,1
45463,ID05639,64,Male,Kaduna,Low,7,44,1,Cash Transfer,7526,Mobile Wallet,2020-05-02,Inactive,5479.0,3.0,3317.0,1
45528,ID05646,68,Female,Lagos,Low,3,151,0,Cash Transfer,8301,Mobile Wallet,2020-03-04,Suspicious,3680.0,43.0,2533.0,1
45538,ID05647,37,Male,Rivers,Low,4,66,1,Fuel,5379,Mobile Wallet,2023-05-26,Inactive,4639.0,51.0,3064.0,1
45575,ID05652,48,Female,Oyo,Low,9,122,1,Cash Transfer,6805,Mobile Wallet,2020-08-31,Suspicious,6371.0,47.0,5513.0,1
45580,ID05653,25,Male,Kaduna,Low,2,49,0,Fuel,4725,Mobile Wallet,2020-02-22,Suspicious,2584.0,20.0,5744.0,1
45582,ID05653,25,Male,Kaduna,Low,2,49,0,Cash Transfer,5985,Mobile Wallet,2021-05-10,Suspicious,1746.0,39.0,3237.0,1
45586,ID05653,25,Male,Kaduna,Low,2,49,0,Cash Transfer,7156,Mobile Wallet,2019-01-28,Inactive,3098.0,8.0,5017.0,1
45600,ID05656,47,Female,Oyo,Low,9,101,1,Fuel,5988,Mobile Wallet,2020-06-30,Inactive,5376.0,8.0,5301.0,1
45683,ID05665,46,Female,Rivers,Middle,8,94,0,Cash Transfer,4671,Mobile Wallet,2019-01-30,Inactive,4357.0,80.0,3396.0,1
45694,ID05667,63,Female,Kano,Low,1,81,0,Cash Transfer,6434,Mobile Wallet,2020-08-05,Inactive,4958.0,89.0,3223.0,1
45720,ID05670,67,Female,Yobe,Low,1,140,0,Cash Transfer,5918,Mobile Wallet,2022-09-08,Inactive,7205.0,35.0,4492.0,1
45728,ID05670,67,Female,Yobe,Low,1,140,0,Cash Transfer,5825,Mobile Wallet,2022-11-24,Inactive,4998.0,15.0,4729.0,1
45736,ID05671,24,Male,Oyo,Low,8,131,1,Cash Transfer,6732,Mobile Wallet,2023-01-08,Inactive,6055.0,53.0,4073.0,1
45782,ID05677,41,Female,Kaduna,Low,7,107,1,Cash Transfer,5617,Mobile Wallet,2021-08-30,Inactive,5789.0,73.0,6313.0,1
45793,ID05679,49,Male,Lagos,Low,1,122,0,Cash Transfer,5747,Mobile Wallet,2021-03-23,Inactive,5009.0,17.0,5095.0,1
45850,ID05686,57,Female,Kano,Low,1,53,0,Cash Transfer,6103,Mobile Wallet,2020-01-28,Inactive,5946.0,14.0,4703.0,1
45879,ID05688,57,Female,Kaduna,Middle,6,93,0,Cash Transfer,5009,Mobile Wallet,2022-03-19,Inactive,6237.0,71.0,4417.0,1
45906,ID05691,57,Female,Lagos,Low,5,79,1,Cash Transfer,6950,Mobile Wallet,2022-05-15,Inactive,3701.0,96.0,6574.0,1
45909,ID05691,57,Female,Lagos,Low,5,79,1,Fuel,4884,Mobile Wallet,2020-10-15,Inactive,9573.0,57.0,3650.0,1
45918,ID05693,63,Female,Kaduna,Low,4,164,1,Cash Transfer,6936,Mobile Wallet,2019-12-26,Inactive,5389.0,52.0,4531.0,1
45937,ID05695,46,Female,Kano,Low,3,86,0,Cash Transfer,6208,Mobile Wallet,2023-05-14,Suspicious,3013.0,64.0,4392.0,1
46007,ID05704,53,Female,Rivers,Low,6,89,1,Cash Transfer,7001,Mobile Wallet,2023-05-15,Inactive,10644.0,52.0,5906.0,1
46015,ID05706,43,Male,Kano,Middle,7,85,0,Cash Transfer,5070,Mobile Wallet,2021-12-24,Inactive,7155.0,16.0,822.0,1
46058,ID05714,39,Female,Rivers,Middle,8,122,0,Cash Transfer,5823,Mobile Wallet,2020-11-13,Inactive,5383.0,13.0,3536.0,1
46079,ID05718,45,Female,Oyo,Low,4,108,1,Cash Transfer,6194,Mobile Wallet,2021-03-05,Inactive,0.0,60.0,3895.0,1
46098,ID05719,63,Female,Kano,Middle,3,94,0,Cash Transfer,5235,Mobile Wallet,2021-07-05,Inactive,6136.0,35.0,2954.0,1
46132,ID05722,55,Male,Kaduna,Low,2,85,0,Cash Transfer,8118,Mobile Wallet,2022-09-11,Inactive,5376.0,67.0,7264.0,1
46138,ID05723,27,Male,Kano,Middle,6,29,0,Cash Transfer,4740,Mobile Wallet,2022-12-05,Inactive,6190.0,77.0,3726.0,1
46154,ID05724,57,Male,Lagos,Middle,9,126,0,Cash Transfer,5174,Mobile Wallet,2022-12-17,Inactive,8327.0,27.0,2686.0,1
46187,ID05729,65,Female,Rivers,Low,7,125,1,Fuel,4575,Mobile Wallet,2022-09-14,Suspicious,5995.0,0.0,1911.0,1
46239,ID05734,48,Male,Rivers,Low,8,116,1,Cash Transfer,5951,Mobile Wallet,2019-12-03,Inactive,8175.0,39.0,4100.0,1
46251,ID05735,59,Male,Lagos,Low,7,104,1,Cash Transfer,8290,Mobile Wallet,2022-07-02,Inactive,7282.0,22.0,5490.0,1
46260,ID05736,59,Female,Kano,Low,2,140,0,Fuel,5072,Mobile Wallet,2019-10-28,Inactive,2264.0,99.0,4754.0,1
46262,ID05736,59,Female,Kano,Low,2,140,0,Fuel,5183,Mobile Wallet,2022-08-11,Inactive,7273.0,93.0,8566.0,1
46302,ID05740,30,Female,Lagos,Middle,7,103,0,Cash Transfer,5159,Mobile Wallet,2020-03-31,Inactive,7552.0,39.0,2617.0,1
46364,ID05748,32,Female,Oyo,Middle,2,118,0,Cash Transfer,4536,Mobile Wallet,2023-08-11,Inactive,6049.0,24.0,5131.0,1
46374,ID05750,32,Male,Kano,Low,1,127,0,Cash Transfer,5603,Mobile Wallet,2023-06-26,Suspicious,7713.0,99.0,5715.0,1
46410,ID05753,30,Female,Lagos,Middle,5,10,0,Cash Transfer,4779,Mobile Wallet,2019-12-04,Suspicious,3420.0,47.0,4758.0,1
46416,ID05755,49,Male,Yobe,Low,9,87,1,Cash Transfer,6469,Mobile Wallet,2020-12-03,Inactive,3547.0,79.0,1802.0,1
46572,ID05773,35,Male,Rivers,Low,3,102,0,Fuel,5204,Mobile Wallet,2019-10-15,Inactive,6548.0,85.0,3665.0,1
46619,ID05778,49,Male,Kaduna,Low,3,107,0,Cash Transfer,7114,Mobile Wallet,2019-02-19,Inactive,3834.0,62.0,2327.0,1
46641,ID05781,62,Female,Kaduna,Low,1,84,0,Cash Transfer,6207,Mobile Wallet,2020-04-10,Inactive,5752.0,83.0,4283.0,1
46642,ID05781,62,Female,Kaduna,Low,1,84,0,Cash Transfer,7025,Mobile Wallet,2019-12-30,Suspicious,7116.0,77.0,3581.0,1
46652,ID05782,34,Male,Kano,Low,4,79,1,Fuel,5499,Mobile Wallet,2022-05-28,Inactive,5518.0,40.0,4326.0,1
46661,ID05784,54,Male,Kano,Low,2,134,0,Cash Transfer,7426,Mobile Wallet,2023-09-02,Inactive,5070.0,7.0,1375.0,1
46668,ID05785,23,Male,Kaduna,Low,4,85,1,Fuel,4525,Mobile Wallet,2023-02-20,Inactive,5707.0,76.0,3246.0,1
46669,ID05785,23,Male,Kaduna,Low,4,85,1,Cash Transfer,7664,Mobile Wallet,2022-09-28,Inactive,5414.0,26.0,1111.0,1
46730,ID05795,30,Female,Kano,Low,6,65,1,Cash Transfer,8316,Mobile Wallet,2023-07-06,Inactive,2960.0,14.0,5322.0,1
46736,ID05795,30,Female,Kano,Low,6,65,1,Fuel,5773,Mobile Wallet,2022-01-02,Inactive,3313.0,93.0,7008.0,1
46754,ID05797,55,Female,Kaduna,Low,2,29,0,Fuel,4562,Mobile Wallet,2023-06-04,Inactive,4323.0,70.0,3792.0,1
46787,ID05802,45,Male,Rivers,Low,4,111,1,Cash Transfer,7351,Mobile Wallet,2020-08-25,Inactive,3555.0,43.0,1872.0,1
46788,ID05802,45,Male,Rivers,Low,4,111,1,Fuel,5281,Mobile Wallet,2020-07-21,Suspicious,425.0,58.0,3592.0,1
46797,ID05802,45,Male,Rivers,Low,4,111,1,Cash Transfer,6960,Mobile Wallet,2021-05-07,Inactive,6299.0,31.0,4868.0,1
46826,ID05806,33,Male,Rivers,Low,6,74,1,Cash Transfer,6670,Mobile Wallet,2019-12-24,Inactive,7760.0,78.0,3602.0,1
46848,ID05808,49,Female,Kano,Middle,1,120,0,Cash Transfer,5224,Mobile Wallet,2023-03-28,Inactive,4014.0,80.0,5980.0,1
46874,ID05814,49,Female,Kano,Middle,9,114,0,Cash Transfer,5505,Mobile Wallet,2020-06-11,Inactive,4545.0,12.0,3497.0,1
46978,ID05825,58,Male,Kaduna,Low,1,95,0,Fuel,4874,Mobile Wallet,2021-06-26,Inactive,5728.0,62.0,5226.0,1
46981,ID05825,58,Male,Kaduna,Low,1,95,0,Cash Transfer,6206,Mobile Wallet,2021-04-09,Inactive,6203.0,95.0,3873.0,1
47004,ID05828,37,Female,Yobe,Middle,3,61,0,Cash Transfer,4662,Mobile Wallet,2021-12-30,Inactive,4821.0,24.0,4434.0,1
47048,ID05833,62,Male,Rivers,Middle,4,78,0,Cash Transfer,5540,Mobile Wallet,2019-02-02,Suspicious,4761.0,63.0,3635.0,1
47049,ID05833,62,Male,Rivers,Middle,4,78,0,Cash Transfer,5860,Mobile Wallet,2022-09-08,Inactive,3891.0,78.0,5721.0,1
47060,ID05834,59,Female,Yobe,Middle,1,97,0,Cash Transfer,5396,Mobile Wallet,2021-12-20,Inactive,4009.0,93.0,7874.0,1
47069,ID05835,67,Male,Rivers,Low,7,89,1,Cash Transfer,5791,Mobile Wallet,2021-10-18,Suspicious,5213.0,22.0,6011.0,1
47082,ID05836,66,Female,Kaduna,Low,4,147,1,Cash Transfer,5862,Mobile Wallet,2019-04-01,Inactive,5779.0,70.0,3590.0,1
47114,ID05838,69,Male,Yobe,Low,1,125,0,Cash Transfer,7678,Mobile Wallet,2023-07-10,Inactive,4662.0,3.0,4394.0,1
47129,ID05840,34,Female,Kano,Low,4,140,1,Cash Transfer,6852,Mobile Wallet,2022-07-06,Suspicious,4886.0,69.0,962.0,1
47179,ID05845,30,Female,Yobe,Low,2,127,0,Cash Transfer,6243,Mobile Wallet,2022-08-25,Suspicious,4798.0,22.0,3918.0,1
47208,ID05850,44,Male,Oyo,Low,7,110,1,Cash Transfer,7943,Mobile Wallet,2020-02-07,Inactive,5835.0,2.0,662.0,1
47221,ID05852,40,Male,Kano,Low,2,93,0,Cash Transfer,7147,Mobile Wallet,2021-02-20,Inactive,5053.0,91.0,4132.0,1
47226,ID05852,40,Male,Kano,Low,2,93,0,Cash Transfer,8211,Mobile Wallet,2019-01-22,Inactive,4623.0,77.0,2653.0,1
47239,ID05854,25,Male,Rivers,Low,2,97,0,Cash Transfer,7285,Mobile Wallet,2022-08-20,Suspicious,5343.0,36.0,4850.0,1
47270,ID05858,30,Male,Lagos,Low,2,117,0,Cash Transfer,8232,Mobile Wallet,2022-04-05,Suspicious,7561.0,6.0,3626.0,1
47385,ID05872,67,Male,Yobe,Low,5,84,1,Cash Transfer,6379,Mobile Wallet,2020-02-23,Inactive,7049.0,31.0,3220.0,1
47402,ID05874,63,Female,Rivers,Middle,6,89,0,Cash Transfer,5619,Mobile Wallet,2023-05-16,Inactive,5060.0,58.0,2688.0,1
47404,ID05874,63,Female,Rivers,Middle,6,89,0,Cash Transfer,4667,Mobile Wallet,2022-11-21,Inactive,6028.0,48.0,4099.0,1
47407,ID05874,63,Female,Rivers,Middle,6,89,0,Cash Transfer,4736,Mobile Wallet,2021-06-05,Inactive,8721.0,89.0,414.0,1
47414,ID05875,47,Male,Kano,Low,8,132,1,Cash Transfer,5805,Mobile Wallet,2019-04-29,Inactive,3792.0,63.0,3410.0,1
47434,ID05877,30,Male,Kano,Middle,8,72,0,Cash Transfer,5680,Mobile Wallet,2020-02-13,Inactive,284.0,77.0,5067.0,1
47452,ID05880,47,Female,Kaduna,Middle,8,73,0,Cash Transfer,4902,Mobile Wallet,2020-09-09,Inactive,6937.0,70.0,1458.0,1
47513,ID05888,26,Female,Kaduna,Low,2,102,0,Fuel,4612,Mobile Wallet,2022-01-02,Suspicious,4364.0,21.0,4652.0,1
47517,ID05888,26,Female,Kaduna,Low,2,102,0,Fuel,5669,Mobile Wallet,2022-08-19,Inactive,2767.0,21.0,1744.0,1
47534,ID05890,27,Male,Oyo,Low,7,55,1,Cash Transfer,6356,Mobile Wallet,2021-01-09,Inactive,6612.0,24.0,2488.0,1
47568,ID05895,47,Female,Rivers,Low,6,156,1,Cash Transfer,6968,Mobile Wallet,2019-12-14,Inactive,7425.0,60.0,2984.0,1
47569,ID05895,47,Female,Rivers,Low,6,156,1,Cash Transfer,7808,Mobile Wallet,2023-05-20,Inactive,5171.0,0.0,3544.0,1
47578,ID05895,47,Female,Rivers,Low,6,156,1,Cash Transfer,7775,Mobile Wallet,2023-06-26,Inactive,2827.0,90.0,3533.0,1
47584,ID05896,50,Female,Oyo,Low,6,107,1,Cash Transfer,7218,Mobile Wallet,2021-05-23,Suspicious,1613.0,57.0,1831.0,1
47585,ID05896,50,Female,Oyo,Low,6,107,1,Cash Transfer,8041,Mobile Wallet,2019-08-08,Inactive,3467.0,72.0,5612.0,1
47589,ID05896,50,Female,Oyo,Low,6,107,1,Fuel,4768,Mobile Wallet,2021-07-07,Inactive,5358.0,30.0,5059.0,1
47650,ID05905,33,Male,Kano,Middle,2,132,0,Cash Transfer,4513,Mobile Wallet,2022-09-27,Inactive,2612.0,26.0,3784.0,1
47669,ID05906,26,Female,Rivers,Middle,2,54,0,Cash Transfer,5210,Mobile Wallet,2023-09-03,Suspicious,9767.0,1.0,2730.0,1
47693,ID05910,50,Female,Rivers,Low,2,82,0,Fuel,5656,Mobile Wallet,2019-01-31,Inactive,3643.0,22.0,3361.0,1
47819,ID05928,49,Male,Rivers,Low,6,89,1,Fuel,5873,Mobile Wallet,2023-04-10,Suspicious,4917.0,14.0,2270.0,1
47822,ID05928,49,Male,Rivers,Low,6,89,1,Cash Transfer,6802,Mobile Wallet,2023-01-28,Inactive,2870.0,11.0,5020.0,1
47866,ID05935,39,Female,Kaduna,Low,9,54,1,Fuel,5645,Mobile Wallet,2022-02-06,Suspicious,4826.0,27.0,3582.0,1
47888,ID05938,54,Female,Lagos,Low,1,133,0,Cash Transfer,6428,Mobile Wallet,2023-05-20,Suspicious,5256.0,57.0,5463.0,1
47985,ID05950,68,Male,Oyo,Middle,2,139,0,Cash Transfer,5290,Mobile Wallet,2020-01-19,Inactive,3658.0,59.0,4279.0,1
48021,ID05954,56,Female,Rivers,Low,9,81,1,Fuel,4980,Mobile Wallet,2020-06-28,Suspicious,1513.0,36.0,2358.0,1
48069,ID05960,45,Male,Oyo,Low,6,74,1,Cash Transfer,6795,Mobile Wallet,2020-05-20,Inactive,3955.0,64.0,3860.0,1
48118,ID05967,39,Male,Kaduna,Low,8,10,1,Fuel,4704,Mobile Wallet,2021-03-01,Inactive,7545.0,92.0,3216.0,1
48135,ID05971,53,Female,Kaduna,Middle,5,115,0,Cash Transfer,5304,Mobile Wallet,2022-10-28,Inactive,3555.0,51.0,664.0,1
48139,ID05971,53,Female,Kaduna,Middle,5,115,0,Cash Transfer,5090,Mobile Wallet,2021-05-09,Inactive,5464.0,69.0,2650.0,1
48142,ID05972,30,Male,Oyo,Middle,1,151,0,Cash Transfer,5297,Mobile Wallet,2021-08-07,Inactive,7408.0,13.0,2512.0,1
48154,ID05974,49,Male,Kaduna,Middle,4,80,0,Cash Transfer,5407,Mobile Wallet,2021-03-12,Inactive,4939.0,59.0,4072.0,1
48172,ID05976,58,Male,Rivers,Low,3,114,0,Cash Transfer,7478,Mobile Wallet,2019-01-07,Suspicious,5752.0,3.0,1327.0,1
48173,ID05976,58,Male,Rivers,Low,3,114,0,Cash Transfer,6614,Mobile Wallet,2019-10-22,Inactive,5204.0,63.0,3980.0,1
48177,ID05976,58,Male,Rivers,Low,3,114,0,Fuel,4850,Mobile Wallet,2020-03-15,Suspicious,6556.0,95.0,3908.0,1
48188,ID05978,63,Female,Yobe,Low,9,97,1,Fuel,4528,Mobile Wallet,2021-11-22,Inactive,4066.0,14.0,5614.0,1
48233,ID05981,63,Female,Rivers,Low,4,117,1,Cash Transfer,7426,Mobile Wallet,2023-09-22,Inactive,3965.0,43.0,7321.0,1
48273,ID05985,59,Male,Kaduna,Low,8,64,1,Cash Transfer,6979,Mobile Wallet,2023-12-23,Suspicious,6714.0,13.0,2059.0,1
48317,ID05989,50,Male,Oyo,Low,6,109,1,Cash Transfer,6092,Mobile Wallet,2020-10-24,Suspicious,6991.0,41.0,7528.0,1
48447,ID06006,62,Female,Kaduna,Low,1,45,0,Fuel,5540,Mobile Wallet,2022-01-22,Inactive,4560.0,12.0,1524.0,1
